disp_gday,calc_gday,balance
182,182.59,196452
182,182.6,197702
182,182.61,197702
182,182.62,197702
182,182.63,197702
182,182.64,197702
182,182.65,198690
182,182.66,198690
182,182.67,198690
182,182.68,198690
182,182.69,198690
182,182.7,199848
182,182.71,199848
182,182.72,199848
182,182.73,199848
182,182.74,199848
182,182.75,199848
182,182.76,199848
182,182.77,202107
182,182.78,202107
182,182.79,202107
182,182.8,202107
182,182.81,202107
182,182.82,202107
182,182.83,202107
182,182.84,202107
182,182.85,202107
182,182.86,202107
182,182.87,202107
182,182.88,202107
182,182.89,202107
182,182.9,203357
182,182.91,203357
182,182.92,203357
182,182.93,203357
182,182.94,203357
182,182.95,203357
182,182.96,203357
182,182.97,203357
182,182.98,204593
182,182.99,204593
182,183.0,204593
182,183.01,204593
183,183.02,204644
183,183.03,205866
183,183.04,205866
183,183.05,205866
183,183.06,205866
183,183.07,205866
183,183.08,206886
183,183.09,206886
183,183.1,206886
183,183.11,206886
183,183.12,208136
183,183.13,208136
183,183.14,208136
183,183.15,208136
183,183.16,208136
183,183.17,208136
183,183.18,208136
183,183.19,208136
183,183.2,208136
183,183.21,208136
183,183.22,208136
183,183.23,208136
183,183.24,208136
183,183.25,208136
183,183.26,208136
183,183.27,208136
183,183.28,208136
183,183.29,208136
183,183.3,208136
183,183.31,208136
183,183.32,208136
183,183.33,208136
183,183.34,208136
183,183.35,208136
183,183.36,208136
183,183.37,208136
183,183.38,208136
183,183.39,208136
183,183.4,208136
183,183.41,208136
183,183.42,208771
183,183.43,208771
183,183.44,208771
183,183.45,208771
183,183.46,208771
183,183.47,208771
183,183.48,209896
183,183.49,209896
183,183.5,209896
183,183.51,209896
183,183.52,209896
183,183.53,211143
183,183.54,211143
183,183.55,211143
183,183.56,212016
183,183.57,212016
183,183.58,213266
183,183.59,213266
183,183.6,213266
183,183.61,214516
183,183.62,214516
183,183.63,214516
183,183.64,214516
183,183.65,214516
183,183.66,214516
183,183.67,214516
183,183.68,214516
183,183.69,214516
183,183.7,214516
183,183.71,214516
183,183.72,214516
183,183.73,214516
183,183.74,214516
183,183.75,215766
183,183.76,215766
183,183.77,215766
183,183.78,215766
183,183.79,215766
183,183.8,217016
183,183.81,217016
183,183.82,217016
183,183.83,218266
183,183.84,218266
183,183.85,218266
183,183.86,219516
183,183.87,219516
183,183.88,219516
183,183.89,219516
183,183.9,219516
183,183.91,219516
183,183.92,219516
183,183.93,219516
183,183.94,219516
183,183.95,219516
183,183.96,219516
183,183.97,219516
183,183.98,219516
183,183.99,220705
183,184.0,220705
183,184.01,220705
184,184.02,220760
184,184.03,220760
184,184.04,220760
184,184.05,220760
184,184.06,220760
184,184.07,220760
184,184.08,220760
184,184.09,220760
184,184.1,220760
184,184.11,220760
184,184.12,220760
184,184.13,220760
184,184.14,220760
184,184.15,220760
184,184.16,220760
184,184.17,220760
184,184.18,220760
184,184.19,220760
184,184.2,220760
184,184.21,220760
184,184.22,220760
184,184.23,220760
184,184.24,220760
184,184.25,220760
184,184.26,220760
184,184.27,220760
184,184.28,220760
184,184.29,220760
184,184.3,220760
184,184.31,221997
184,184.32,221997
184,184.33,221997
184,184.34,221997
184,184.35,221997
184,184.36,221997
184,184.37,221997
184,184.38,221997
184,184.39,221997
184,184.4,221997
184,184.41,221997
184,184.42,223247
184,184.43,223247
184,184.44,223247
184,184.45,223247
184,184.46,223247
184,184.47,223247
184,184.48,224497
184,184.49,224497
184,184.5,224497
184,184.51,224497
184,184.52,224497
184,184.53,224497
184,184.54,225609
184,184.55,225609
184,184.56,225609
184,184.57,225609
184,184.58,225609
184,184.59,225609
184,184.6,225609
184,184.61,225609
184,184.62,225609
184,184.63,225609
184,184.64,225609
184,184.65,225609
184,184.66,225609
184,184.67,225609
184,184.68,225609
184,184.69,225609
184,184.7,225609
184,184.71,225609
184,184.72,226859
184,184.73,226859
184,184.74,227918
184,184.75,227918
184,184.76,227918
184,184.77,227918
184,184.78,227918
184,184.79,227918
184,184.8,227918
184,184.81,227918
184,184.82,227918
184,184.83,227918
184,184.84,227918
184,184.85,227918
184,184.86,227918
184,184.87,227918
184,184.88,227918
184,184.89,227918
184,184.9,227918
184,184.91,227918
184,184.92,227918
184,184.93,227918
184,184.94,227918
184,184.95,227918
184,184.96,227918
184,184.97,227918
184,184.98,227918
184,184.99,227918
184,185.0,227918
184,185.01,227918
185,185.02,227918
185,185.03,229226
185,185.04,229226
185,185.05,229226
185,185.06,229226
185,185.07,229226
185,185.08,230476
185,185.09,230476
185,185.1,231724
185,185.11,231724
185,185.12,231724
185,185.13,231724
185,185.14,231724
185,185.15,232974
185,185.16,232974
185,185.17,232974
185,185.18,232974
185,185.19,232974
185,185.2,232974
185,185.21,232974
185,185.22,232974
185,185.23,232974
185,185.24,232974
185,185.25,232974
185,185.26,232974
185,185.27,232974
185,185.28,232974
185,185.29,232974
185,185.3,232974
185,185.31,232974
185,185.32,232974
185,185.33,232974
185,185.34,232974
185,185.35,234039
185,185.36,234039
185,185.37,234039
185,185.38,234039
185,185.39,234039
185,185.4,234039
185,185.41,234039
185,185.42,234039
185,185.43,234039
185,185.44,234039
185,185.45,234039
185,185.46,234039
185,185.47,234039
185,185.48,234039
185,185.49,234039
185,185.5,234039
185,185.51,234039
185,185.52,234039
185,185.53,234039
185,185.54,234039
185,185.55,234039
185,185.56,234039
185,185.57,234039
185,185.58,234039
185,185.59,234039
185,185.6,234039
185,185.61,234039
185,185.62,234039
185,185.63,234039
185,185.64,234039
185,185.65,235289
185,185.66,235289
185,185.67,235289
185,185.68,235289
185,185.69,235289
185,185.7,235289
185,185.71,235289
185,185.72,235289
185,185.73,235289
185,185.74,235289
185,185.75,235289
185,185.76,235289
185,185.77,235289
185,185.78,235289
185,185.79,235289
185,185.8,235289
185,185.81,235289
185,185.82,235289
185,185.83,235289
185,185.84,235289
185,185.85,235289
185,185.86,235289
185,185.87,235289
185,185.88,235289
185,185.89,235289
185,185.9,235289
185,185.91,235289
185,185.92,235289
185,185.93,236539
185,185.94,237789
185,185.95,237789
185,185.96,237789
185,185.97,237789
185,185.98,237789
185,185.99,237789
185,186.0,237789
185,186.01,237789
186,186.02,237850
186,186.03,237850
186,186.04,237850
186,186.05,237850
186,186.06,237850
186,186.07,237850
186,186.08,237850
186,186.09,237850
186,186.1,237850
186,186.11,237850
186,186.12,237850
186,186.13,237850
186,186.14,237850
186,186.15,239100
186,186.16,239100
186,186.17,239100
186,186.18,239100
186,186.19,239100
186,186.2,239100
186,186.21,239100
186,186.22,239100
186,186.23,239100
186,186.24,239100
186,186.25,240350
186,186.26,240350
186,186.27,240350
186,186.28,240350
186,186.29,240350
186,186.3,240350
186,186.31,240350
186,186.32,240350
186,186.33,240350
186,186.34,240350
186,186.35,241600
186,186.36,242440
186,186.37,242440
186,186.38,242440
186,186.39,242440
186,186.4,242440
186,186.41,242440
186,186.42,242440
186,186.43,242440
186,186.44,242440
186,186.45,242440
186,186.46,242440
186,186.47,242440
186,186.48,242440
186,186.49,242440
186,186.5,242440
186,186.51,242440
186,186.52,242440
186,186.53,243690
186,186.54,243690
186,186.55,243690
186,186.56,243690
186,186.57,243690
186,186.58,243690
186,186.59,243690
186,186.6,243690
186,186.61,244940
186,186.62,244940
186,186.63,244940
186,186.64,244940
186,186.65,244940
186,186.66,246179
186,186.67,246179
186,186.68,246179
186,186.69,246179
186,186.7,246179
186,186.71,246179
186,186.72,246179
186,186.73,246179
186,186.74,246179
186,186.75,246179
186,186.76,246179
186,186.77,246179
186,186.78,246179
186,186.79,246179
186,186.8,246179
186,186.81,246179
186,186.82,246179
186,186.83,246179
186,186.84,246179
186,186.85,246179
186,186.86,246179
186,186.87,246179
186,186.88,246179
186,186.89,246179
186,186.9,247215
186,186.91,247215
186,186.92,247215
186,186.93,247215
186,186.94,247215
186,186.95,247215
186,186.96,247215
186,186.97,247215
186,186.98,247215
186,186.99,247215
186,187.0,247215
186,187.01,247215
187,187.02,247278
187,187.03,247278
187,187.04,247278
187,187.05,247278
187,187.06,247278
187,187.07,247278
187,187.08,247278
187,187.09,247278
187,187.1,247278
187,187.11,247278
187,187.12,247278
187,187.13,247278
187,187.14,247278
187,187.15,247278
187,187.16,247278
187,187.17,247278
187,187.18,247278
187,187.19,247278
187,187.2,247278
187,187.21,247278
187,187.22,247278
187,187.23,247278
187,187.24,247278
187,187.25,248528
187,187.26,248528
187,187.27,248528
187,187.28,248528
187,187.29,248528
187,187.3,248528
187,187.31,248528
187,187.32,248528
187,187.33,248528
187,187.34,248528
187,187.35,248528
187,187.36,248528
187,187.37,248528
187,187.38,248528
187,187.39,248528
187,187.4,248528
187,187.41,248528
187,187.42,248528
187,187.43,248528
187,187.44,248528
187,187.45,248528
187,187.46,248528
187,187.47,248528
187,187.48,248528
187,187.49,248528
187,187.5,248528
187,187.51,248528
187,187.52,248528
187,187.53,248528
187,187.54,248528
187,187.55,248528
187,187.56,248528
187,187.57,248528
187,187.58,248528
187,187.59,248528
187,187.6,248528
187,187.61,248528
187,187.62,248528
187,187.63,248528
187,187.64,248528
187,187.65,248528
187,187.66,248528
187,187.67,248528
187,187.68,248528
187,187.69,248528
187,187.7,248528
187,187.71,248528
187,187.72,248528
187,187.73,248528
187,187.74,248528
187,187.75,248528
187,187.76,248528
187,187.77,248528
187,187.78,248528
187,187.79,248528
187,187.8,248528
187,187.81,248528
187,187.82,248528
187,187.83,249778
187,187.84,251028
187,187.85,251028
187,187.86,251028
187,187.87,251028
187,187.88,252278
187,187.89,252278
187,187.9,252278
187,187.91,252278
187,187.92,252278
187,187.93,252278
187,187.94,252278
187,187.95,252278
187,187.96,252278
187,187.97,252278
187,187.98,252278
187,187.99,252278
187,188.0,252278
187,188.01,252278
188,188.02,252343
188,188.03,252343
188,188.04,252343
188,188.05,252343
188,188.06,252343
188,188.07,252343
188,188.08,252343
188,188.09,252343
188,188.1,252343
188,188.11,252343
188,188.12,252343
188,188.13,252343
188,188.14,252343
188,188.15,252343
188,188.16,252343
188,188.17,252343
188,188.18,252343
188,188.19,252343
188,188.2,252343
188,188.21,252343
188,188.22,252343
188,188.23,252343
188,188.24,252343
188,188.25,252343
188,188.26,252343
188,188.27,252343
188,188.28,252343
188,188.29,252343
188,188.3,252343
188,188.31,252343
188,188.32,252343
188,188.33,252343
188,188.34,252343
188,188.35,252343
188,188.36,252343
188,188.37,252343
188,188.38,252343
188,188.39,252343
188,188.4,252343
188,188.41,253593
188,188.42,253593
188,188.43,253593
188,188.44,254843
188,188.45,254843
188,188.46,254843
188,188.47,254843
188,188.48,254843
188,188.49,256093
188,188.5,256093
188,188.51,256093
188,188.52,256093
188,188.53,256093
188,188.54,256093
188,188.55,256093
188,188.56,256093
188,188.57,256946
188,188.58,256946
188,188.59,258166
188,188.6,258166
188,188.61,258166
188,188.62,258166
188,188.63,258166
188,188.64,258166
188,188.65,258166
188,188.66,258166
188,188.67,258166
188,188.68,258166
188,188.69,258166
188,188.7,258166
188,188.71,258166
188,188.72,258166
188,188.73,258166
188,188.74,258166
188,188.75,258166
188,188.76,258166
188,188.77,258166
188,188.78,258166
188,188.79,258166
188,188.8,258166
188,188.81,258166
188,188.82,258927
188,188.83,259705
188,188.84,259705
188,188.85,259705
188,188.86,259705
188,188.87,260318
188,188.88,260318
188,188.89,260318
188,188.9,260318
188,188.91,260318
188,188.92,260318
188,188.93,260318
188,188.94,260318
188,188.95,260318
188,188.96,260318
188,188.97,260318
188,188.98,262150
188,188.99,262150
188,189.0,262150
188,189.01,262150
189,189.02,262217
189,189.03,263467
189,189.04,263467
189,189.05,263467
189,189.06,263467
189,189.07,263467
189,189.08,263467
189,189.09,263467
189,189.1,263467
189,189.11,263467
189,189.12,263467
189,189.13,263467
189,189.14,263467
189,189.15,263467
189,189.16,263467
189,189.17,263467
189,189.18,263467
189,189.19,263467
189,189.2,263467
189,189.21,263467
189,189.22,263467
189,189.23,263467
189,189.24,263467
189,189.25,263467
189,189.26,263467
189,189.27,263467
189,189.28,263467
189,189.29,263467
189,189.3,263467
189,189.31,263467
189,189.32,263467
189,189.33,263467
189,189.34,263467
189,189.35,263467
189,189.36,263467
189,189.37,263467
189,189.38,263467
189,189.39,263467
189,189.4,263467
189,189.41,263467
189,189.42,263467
189,189.43,263467
189,189.44,263467
189,189.45,263467
189,189.46,263467
189,189.47,263467
189,189.48,263467
189,189.49,263467
189,189.5,263467
189,189.51,263467
189,189.52,263467
189,189.53,263467
189,189.54,263467
189,189.55,263467
189,189.56,263467
189,189.57,263467
189,189.58,263467
189,189.59,264717
189,189.6,264717
189,189.61,264717
189,189.62,264717
189,189.63,264717
189,189.64,264717
189,189.65,264717
189,189.66,264717
189,189.67,264717
189,189.68,264717
189,189.69,264717
189,189.7,264717
189,189.71,264717
189,189.72,264717
189,189.73,264717
189,189.74,264717
189,189.75,264717
189,189.76,264717
189,189.77,264717
189,189.78,265967
189,189.79,265967
189,189.8,265967
189,189.81,265967
189,189.82,265967
189,189.83,265967
189,189.84,265967
189,189.85,265967
189,189.86,265967
189,189.87,265967
189,189.88,265967
189,189.89,265967
189,189.9,265967
189,189.91,265967
189,189.92,266861
189,189.93,266861
189,189.94,266861
189,189.95,266861
189,189.96,266861
189,189.97,266861
189,189.98,266861
189,189.99,266861
189,190.0,266861
189,190.01,266861
190,190.02,266930
190,190.03,266930
190,190.04,266930
190,190.05,268180
190,190.06,268180
190,190.07,269426
190,190.08,269426
190,190.09,269426
190,190.1,269426
190,190.11,269426
190,190.12,270676
190,190.13,270676
190,190.14,270676
190,190.15,270676
190,190.16,270676
190,190.17,270676
190,190.18,270676
190,190.19,270676
190,190.2,270676
190,190.21,270676
190,190.22,270676
190,190.23,271926
190,190.24,271926
190,190.25,271926
190,190.26,271926
190,190.27,273176
190,190.28,273176
190,190.29,274426
190,190.3,274426
190,190.31,274426
190,190.32,274426
190,190.33,274426
190,190.34,274426
190,190.35,274426
190,190.36,274426
190,190.37,274426
190,190.38,274426
190,190.39,274426
190,190.4,275543
190,190.41,275543
190,190.42,275543
190,190.43,275543
190,190.44,275543
190,190.45,275543
190,190.46,275543
190,190.47,275543
190,190.48,275543
190,190.49,275543
190,190.5,275543
190,190.51,275543
190,190.52,275543
190,190.53,275543
190,190.54,275543
190,190.55,275543
190,190.56,275543
190,190.57,275543
190,190.58,275543
190,190.59,275543
190,190.6,275543
190,190.61,275543
190,190.62,276793
190,190.63,276793
190,190.64,276793
190,190.65,276793
190,190.66,276793
190,190.67,276793
190,190.68,278043
190,190.69,278043
190,190.7,278043
190,190.71,278043
190,190.72,278043
190,190.73,278043
190,190.74,278043
190,190.75,279293
190,190.76,279293
190,190.77,279293
190,190.78,279293
190,190.79,279293
190,190.8,279293
190,190.81,279293
190,190.82,279293
190,190.83,279293
190,190.84,279293
190,190.85,279293
190,190.86,279293
190,190.87,279293
190,190.88,279293
190,190.89,280543
190,190.9,280543
190,190.91,280543
190,190.92,280543
190,190.93,280543
190,190.94,280543
190,190.95,280543
190,190.96,280543
190,190.97,280543
190,190.98,280543
190,190.99,280543
190,191.0,280543
190,191.01,280543
191,191.02,280615
191,191.03,280615
191,191.04,280615
191,191.05,280615
191,191.06,280615
191,191.07,280615
191,191.08,280615
191,191.09,280615
191,191.1,280615
191,191.11,280615
191,191.12,281865
191,191.13,283037
191,191.14,283037
191,191.15,283037
191,191.16,283037
191,191.17,283037
191,191.18,283037
191,191.19,283037
191,191.2,283037
191,191.21,283037
191,191.22,283037
191,191.23,283037
191,191.24,283037
191,191.25,283037
191,191.26,283037
191,191.27,283037
191,191.28,283037
191,191.29,283037
191,191.3,283037
191,191.31,283037
191,191.32,283037
191,191.33,283037
191,191.34,283037
191,191.35,283037
191,191.36,284287
191,191.37,284287
191,191.38,284287
191,191.39,284287
191,191.4,284287
191,191.41,284287
191,191.42,284287
191,191.43,284287
191,191.44,284287
195,195.92,331371
195,195.93,331371
195,195.94,331371
195,195.95,331371
195,195.96,331371
195,195.97,331371
195,195.98,331371
195,195.99,331371
195,196.0,331371
195,196.01,331371
196,196.02,331456
196,196.03,332663
196,196.04,332663
196,196.05,332663
196,196.06,332663
196,196.07,333913
196,196.08,335163
196,196.09,335163
196,196.1,335163
196,196.11,335163
196,196.12,335163
196,196.13,335163
196,196.14,335163
196,196.15,335163
196,196.16,335163
196,196.17,335163
196,196.18,335163
196,196.19,336413
196,196.2,336413
196,196.21,336413
196,196.22,336413
196,196.23,336413
196,196.24,336413
196,196.25,336413
196,196.26,336413
196,196.27,336413
196,196.28,336413
196,196.29,336413
196,196.3,336413
196,196.31,337663
196,196.32,337663
196,196.33,337663
196,196.34,338913
196,196.35,338913
196,196.36,340163
196,196.37,340163
196,196.38,340163
196,196.39,340163
196,196.4,340163
196,196.41,340163
196,196.42,340163
196,196.43,340163
196,196.44,340163
196,196.45,340163
196,196.46,340163
196,196.47,340163
196,196.48,340163
196,196.49,340163
196,196.5,340163
196,196.51,340163
196,196.52,341413
196,196.53,341413
196,196.54,341413
196,196.55,341413
196,196.56,341413
196,196.57,341413
196,196.58,341413
196,196.59,341413
196,196.6,341413
196,196.61,341413
196,196.62,341413
196,196.63,341413
196,196.64,341413
196,196.65,341413
196,196.66,341413
196,196.67,341413
196,196.68,342663
196,196.69,342663
196,196.7,342663
196,196.71,342663
196,196.72,342663
196,196.73,342663
196,196.74,342663
196,196.75,342663
196,196.76,342663
196,196.77,342663
196,196.78,342663
196,196.79,342663
196,196.8,342663
196,196.81,342663
196,196.82,342663
196,196.83,342663
196,196.84,342663
196,196.85,343913
196,196.86,343913
196,196.87,345163
196,196.88,345163
196,196.89,345163
196,196.9,345163
196,196.91,345163
196,196.92,345163
196,196.93,345163
196,196.94,346413
196,196.95,346413
196,196.96,346413
196,196.97,346413
196,196.98,346413
196,196.99,346413
196,197.0,347663
196,197.01,347663
197,197.02,347752
197,197.03,347752
197,197.04,347752
197,197.05,347752
197,197.06,347752
197,197.07,347752
197,197.08,349002
197,197.09,349002
197,197.1,349002
197,197.11,349002
197,197.12,349002
197,197.13,349002
197,197.14,349002
197,197.15,349002
197,197.16,349002
197,197.17,349002
197,197.18,349002
197,197.19,349002
197,197.2,349002
197,197.21,349002
197,197.22,349002
197,197.23,349002
197,197.24,349002
197,197.25,349002
197,197.26,349002
197,197.27,349002
197,197.28,349002
197,197.29,349002
197,197.3,349002
197,197.31,349002
197,197.32,349002
197,197.33,349002
197,197.34,349002
197,197.35,350114
197,197.36,350114
197,197.37,350114
197,197.38,351364
197,197.39,351364
197,197.4,352614
197,197.41,352614
197,197.42,352614
197,197.43,352614
197,197.44,352614
197,197.45,352614
197,197.46,352614
197,197.47,352614
197,197.48,352614
197,197.49,352614
197,197.5,352614
197,197.51,352614
197,197.52,352614
197,197.53,352614
197,197.54,352614
197,197.55,352614
197,197.56,352614
197,197.57,352614
197,197.58,352614
197,197.59,352614
197,197.6,352614
197,197.61,352614
197,197.62,353363
197,197.63,353363
197,197.64,354371
197,197.65,354371
197,197.66,354371
197,197.67,354371
197,197.68,354371
197,197.69,355132
197,197.7,355132
197,197.71,355132
197,197.72,355132
197,197.73,356351
197,197.74,357601
197,197.75,357601
197,197.76,357601
197,197.77,357601
197,197.78,357601
197,197.79,357601
197,197.8,357601
197,197.81,357601
197,197.82,357601
197,197.83,357601
197,197.84,358711
197,197.85,358711
197,197.86,358711
197,197.87,358711
197,197.88,358711
197,197.89,358711
197,197.9,358711
197,197.91,358711
197,197.92,358711
197,197.93,358711
197,197.94,359918
197,197.95,359918
197,197.96,359918
197,197.97,359918
197,197.98,359918
197,197.99,359918
197,198.0,359918
197,198.01,359918
198,198.02,360010
198,198.03,360010
198,198.04,360770
198,198.05,360770
198,198.06,360770
198,198.07,362020
198,198.08,362020
198,198.09,363270
198,198.1,363270
198,198.11,363270
198,198.12,363270
198,198.13,363270
198,198.14,363270
198,198.15,363270
198,198.16,363270
198,198.17,363270
198,198.18,363270
198,198.19,363270
198,198.2,363270
198,198.21,363270
198,198.22,363270
198,198.23,363270
198,198.24,363270
198,198.25,364515
198,198.26,364515
198,198.27,364515
198,198.28,364515
198,198.29,364515
198,198.3,364515
198,198.31,364515
198,198.32,364515
198,198.33,365605
198,198.34,365605
198,198.35,366778
198,198.36,366778
198,198.37,366778
198,198.38,366778
198,198.39,366778
198,198.4,366778
198,198.41,366778
198,198.42,366778
198,198.43,366778
198,198.44,366778
198,198.45,366778
198,198.46,366778
198,198.47,368984
198,198.48,368984
198,198.49,368984
198,198.5,368984
198,198.51,368984
198,198.52,368984
198,198.53,368984
198,198.54,369872
198,198.55,369872
198,198.56,369872
198,198.57,369872
198,198.58,369872
198,198.59,369872
198,198.6,369872
198,198.61,369872
198,198.62,369872
198,198.63,369872
198,198.64,370642
198,198.65,370642
198,198.66,370642
198,198.67,370642
198,198.68,370642
198,198.69,370642
198,198.7,371576
198,198.71,371576
198,198.72,371576
198,198.73,371576
198,198.74,371576
198,198.75,372826
198,198.76,372826
198,198.77,372826
198,198.78,372826
198,198.79,373403
198,198.8,373403
198,198.81,373403
198,198.82,373403
198,198.83,373403
198,198.84,373403
198,198.85,373403
198,198.86,373403
198,198.87,374392
198,198.88,374392
198,198.89,374392
198,198.9,374392
198,198.91,374392
198,198.92,374392
198,198.93,374392
198,198.94,374392
198,198.95,374392
198,198.96,374392
198,198.97,374392
198,198.98,374392
198,198.99,374392
198,199.0,374392
198,199.01,374392
199,199.02,374488
199,199.03,374488
199,199.04,374488
199,199.05,374488
199,199.06,374488
199,199.07,374488
199,199.08,374488
199,199.09,374488
199,199.1,374488
199,199.11,375077
199,199.12,375077
199,199.13,375077
199,199.14,375809
199,199.15,375809
199,199.16,376714
199,199.17,376714
199,199.18,376714
199,199.19,376714
199,199.2,376714
199,199.21,376714
199,199.22,376714
199,199.23,376714
199,199.24,376714
199,199.25,376714
199,199.26,376714
199,199.27,376714
199,199.28,376714
199,199.29,376714
199,199.3,377964
199,199.31,377964
199,199.32,377964
199,199.33,377964
199,199.34,377964
199,199.35,377964
199,199.36,377964
199,199.37,377964
199,199.38,377964
199,199.39,379214
199,199.4,379214
199,199.41,379214
199,199.42,379214
199,199.43,379214
199,199.44,379214
199,199.45,379214
199,199.46,379214
199,199.47,379214
199,199.48,379214
199,199.49,379214
199,199.5,379214
199,199.51,380464
199,199.52,380464
199,199.53,381714
199,199.54,381714
199,199.55,381714
199,199.56,381714
199,199.57,381714
199,199.58,381714
199,199.59,381714
199,199.6,381714
199,199.61,381714
199,199.62,382846
199,199.63,382846
199,199.64,382846
199,199.65,382846
199,199.66,382846
199,199.67,382846
199,199.68,382846
199,199.69,382846
199,199.7,382846
199,199.71,382846
199,199.72,382846
199,199.73,382846
199,199.74,382846
199,199.75,382846
199,199.76,382846
199,199.77,382846
199,199.78,382846
199,199.79,382846
199,199.8,382846
199,199.81,382846
199,199.82,383928
199,199.83,383928
199,199.84,383928
199,199.85,383928
199,199.86,383928
199,199.87,384800
199,199.88,384800
199,199.89,384800
199,199.9,384800
199,199.91,384800
199,199.92,384800
199,199.93,384800
199,199.94,384800
199,199.95,384800
199,199.96,384800
199,199.97,384800
199,199.98,384800
199,199.99,384800
199,200.0,384800
199,200.01,384800
200,200.02,384899
200,200.03,384899
200,200.04,384899
200,200.05,386149
200,200.06,386149
200,200.07,387399
200,200.08,387399
200,200.09,387399
200,200.1,387399
200,200.11,387399
200,200.12,387399
200,200.13,387399
200,200.14,387399
200,200.15,387399
200,200.16,387399
200,200.17,387399
200,200.18,387399
200,200.19,387399
200,200.2,387399
200,200.21,387399
200,200.22,387399
200,200.23,387399
200,200.24,387399
200,200.25,388649
200,200.26,388649
200,200.27,388649
200,200.28,388649
200,200.29,388649
200,200.3,388649
200,200.31,388649
200,200.32,388649
200,200.33,388649
200,200.34,388649
200,200.35,388649
200,200.36,388649
200,200.37,388649
200,200.38,388649
200,200.39,388649
200,200.4,388649
200,200.41,388649
200,200.42,388649
200,200.43,388649
200,200.44,388649
200,200.45,388649
200,200.46,388649
200,200.47,388649
200,200.48,388649
200,200.49,388649
200,200.5,388649
200,200.51,388649
200,200.52,388649
200,200.53,388649
200,200.54,388649
200,200.55,388649
200,200.56,388649
200,200.57,388649
200,200.58,388649
200,200.59,388649
200,200.6,388649
200,200.61,388649
200,200.62,388649
200,200.63,388649
200,200.64,388649
200,200.65,388649
200,200.66,388649
200,200.67,388649
200,200.68,389899
200,200.69,389899
200,200.7,390848
200,200.71,390848
200,200.72,390848
200,200.73,392098
200,200.74,392098
200,200.75,392098
200,200.76,392098
200,200.77,392098
200,200.78,392098
200,200.79,392098
200,200.8,392098
200,200.81,392098
200,200.82,392098
200,200.83,392098
200,200.84,392098
200,200.85,392098
200,200.86,393247
200,200.87,393247
200,200.88,393247
200,200.89,393247
200,200.9,393247
200,200.91,393247
200,200.92,393247
200,200.93,393247
200,200.94,393247
200,200.95,393247
200,200.96,393247
200,200.97,393247
200,200.98,393247
200,200.99,393247
200,201.0,393247
200,201.01,393247
201,201.02,393349
201,201.03,393349
201,201.04,393349
201,201.05,393349
201,201.06,393349
201,201.07,393349
201,201.08,393349
201,201.09,393349
201,201.1,393349
201,201.11,393349
201,201.12,393349
201,201.13,393349
201,201.14,393349
201,201.15,393349
201,201.16,393349
201,201.17,393349
201,201.18,393349
201,201.19,393349
201,201.2,393349
201,201.21,394599
201,201.22,394599
201,201.23,394599
201,201.24,394599
201,201.25,394599
201,201.26,394599
201,201.27,394599
201,201.28,394599
201,201.29,394599
201,201.3,394599
201,201.31,394599
201,201.32,394599
201,201.33,394599
201,201.34,394599
201,201.35,394599
201,201.36,394599
201,201.37,394599
201,201.38,394599
201,201.39,394599
201,201.4,394599
201,201.41,394599
201,201.42,394599
201,201.43,394599
201,201.44,394599
201,201.45,394599
201,201.46,394599
201,201.47,394599
201,201.48,394599
201,201.49,394599
201,201.5,395849
201,201.51,395849
201,201.52,395849
201,201.53,395849
201,201.54,395849
201,201.55,395849
201,201.56,395849
201,201.57,395849
201,201.58,395849
201,201.59,395849
201,201.6,395849
201,201.61,395849
201,201.62,395849
201,201.63,395849
201,201.64,395849
201,201.65,395849
201,201.66,395849
201,201.67,395849
201,201.68,395849
201,201.69,395849
201,201.7,395849
201,201.71,395849
201,201.72,395849
201,201.73,395849
201,201.74,395849
201,201.75,395849
201,201.76,395849
201,201.77,395849
201,201.78,395849
201,201.79,395849
201,201.8,395849
201,201.81,395849
201,201.82,395849
201,201.83,395849
201,201.84,395849
201,201.85,395849
201,201.86,395849
201,201.87,395849
201,201.88,395849
201,201.89,395849
201,201.9,395849
201,201.91,395849
201,201.92,397099
201,201.93,397099
201,201.94,398145
201,201.95,398145
201,201.96,398145
201,201.97,399395
201,201.98,399395
201,201.99,399395
201,202.0,399395
201,202.01,399395
202,202.02,400749
202,202.03,400749
202,202.04,400749
202,202.05,400749
202,202.06,400749
202,202.07,400749
202,202.08,400749
202,202.09,400749
202,202.1,400749
202,202.11,400749
202,202.12,400749
202,202.13,400749
202,202.14,400749
202,202.15,401867
202,202.16,401867
202,202.17,401867
202,202.18,401867
202,202.19,401867
202,202.2,403117
202,202.21,403117
202,202.22,403117
202,202.23,403117
202,202.24,404298
202,202.25,404298
202,202.26,404298
202,202.27,404298
202,202.28,404298
202,202.29,404298
202,202.3,405362
202,202.31,405362
202,202.32,405362
202,202.33,405362
202,202.34,405362
202,202.35,405362
202,202.36,406355
202,202.37,406355
202,202.38,406355
202,202.39,406355
202,202.4,406355
202,202.41,406355
202,202.42,406355
202,202.43,406355
202,202.44,406355
202,202.45,406355
202,202.46,406355
202,202.47,407123
202,202.48,407123
202,202.49,407123
202,202.5,407123
202,202.51,407123
202,202.52,408041
202,202.53,408041
202,202.54,408041
202,202.55,408041
202,202.56,409174
202,202.57,409174
202,202.58,409174
